	ID	Year_Birth	Education	Marital_Status	Income	Kidhome	Teenhome	Dt_Customer	Recency	Wines	Fruits	Meat	Fish	Sweets	Gold	NumDealsPurchases	NumWebPurchases	NumCatalogPurchases	NumStorePurchases	NumWebVisitsMonth	AcceptedCmp3	AcceptedCmp4	AcceptedCmp5	AcceptedCmp1	AcceptedCmp2	Complain	Z_CostContact	Z_Revenue	Response	Days_since_enrolment	Age	Children	Family_Size	Is_Parent	Spent
537	6931	1967	Graduate	Alone	76982.0	0	0	2014-02-15	19	464	151	292	65	60	30	1	8	3	4	4	0	0	1	0	0	0	3	11	1	134	55	0	1	0	1062
538	11096	1952	Undergrade	Partner	57247.0	0	1	2013-08-08	50	99	4	32	37	54	6	2	2	1	7	2	0	0	0	0	0	0	3	11	0	325	70	1	3	1	232
539	304	1981	Postgraduate	Alone	22944.0	1	0	2013-12-23	67	19	3	19	4	5	26	3	3	0	3	7	0	0	0	0	0	0	3	11	0	188	41	1	2	1	76
540	3665	1977	Undergrade	Partner	25315.0	1	0	2013-11-07	46	1	9	8	11	3	22	3	3	0	3	8	0	0	0	0	0	0	3	11	0	234	45	1	3	1	54
541	10591	1969	Graduate	Alone	43638.0	0	1	2012-08-06	37	63	10	83	7	19	19	2	4	1	4	7	0	0	0	0	0	0	3	11	0	692	53	1	2	1	201
542	5036	1984	Postgraduate	Alone	42710.0	1	0	2012-11-28	38	252	3	42	4	3	102	2	4	5	3	6	0	0	0	0	0	0	3	11	0	578	38	1	2	1	406
543	5547	1982	Postgraduate	Partner	84169.0	0	0	2013-08-07	9	1478	19	403	0	19	0	1	7	6	6	3	0	1	1	0	0	0	3	11	1	326	40	0	2	0	1919
544	7822	1976	Graduate	Partner	54058.0	0	1	2013-06-04	56	198	18	252	32	108	54	2	4	6	8	3	0	0	0	0	0	0	3	11	0	390	46	1	3	1	662
545	8541	1990	Undergrade	Partner	24683.0	1	0	2014-03-08	98	8	4	10	6	7	6	2	2	0	4	5	0	0	0	0	0	0	3	11	0	113	32	1	3	1	41
546	10955	1964	Graduate	Alone	85620.0	0	0	2014-01-07	68	416	46	925	60	107	46	1	3	6	4	1	0	0	0	0	0	0	3	11	1	173	58	0	1	0	1600
547	4368	1980	Graduate	Partner	47850.0	1	0	2013-12-03	72	42	7	43	20	12	10	1	3	0	4	6	0	0	0	0	0	0	3	11	0	208	42	1	3	1	134
548	9671	1968	Graduate	Partner	19514.0	1	1	2014-01-26	47	14	3	21	2	1	28	4	3	1	2	8	1	0	0	0	0	0	3	11	1	154	54	2	4	1	69
549	2256	1973	Postgraduate	Partner	27159.0	1	1	2014-03-29	33	17	0	3	0	0	1	2	1	0	3	6	0	0	0	0	0	0	3	11	0	92	49	2	4	1	21
550	4279	1963	Undergrade	Alone	39548.0	1	1	2014-03-31	87	15	4	10	3	4	18	2	1	1	3	3	0	0	0	0	0	0	3	11	0	90	59	2	3	1	54
551	5371	1989	Graduate	Alone	21474.0	1	0	2014-04-08	0	6	16	24	11	0	34	2	3	1	2	7	1	0	0	0	0	0	3	11	1	82	33	1	2	1	91
552	9240	1971	Postgraduate	Alone	60504.0	0	1	2014-02-07	73	458	0	24	6	4	34	2	6	2	8	6	0	0	0	0	0	0	3	11	0	142	51	1	2	1	526
553	9460	1963	Graduate	Partner	22419.0	0	0	2013-04-18	74	30	3	47	19	21	42	1	3	2	2	8	0	0	0	0	0	0	3	11	0	437	59	0	2	0	162
554	9504	1949	Postgraduate	Partner	81698.0	0	0	2013-11-06	4	179	28	520	111	123	47	1	3	8	13	1	0	0	0	0	0	0	3	11	1	235	73	0	2	0	1008
555	8692	1952	Graduate	Partner	43462.0	1	1	2012-09-12	50	90	17	97	15	6	15	6	4	1	5	8	0	0	0	0	0	0	3	11	0	655	70	2	4	1	240
556	448	1978	Postgraduate	Alone	54880.0	1	0	2013-03-01	57	308	85	137	102	45	118	2	6	2	11	5	0	0	0	0	0	0	3	11	0	485	44	1	2	1	795
557	8314	1982	Graduate	Partner	79908.0	0	0	2013-04-05	30	557	129	761	29	185	111	1	5	6	7	2	0	0	1	0	0	0	3	11	0	450	40	0	2	0	1772
558	8420	1970	Undergrade	Partner	15315.0	0	0	2013-08-03	27	7	4	13	15	8	17	2	2	0	4	5	0	0	0	0	0	0	3	11	0	330	52	0	2	0	64
559	3174	1959	Graduate	Partner	87771.0	0	1	2013-05-22	61	1492	38	287	50	57	33	1	5	10	4	6	0	1	1	1	1	0	3	11	1	403	63	1	3	1	1957
560	7685	1978	Graduate	Partner	33039.0	1	0	2013-09-09	4	30	8	12	8	8	12	1	2	0	4	5	0	0	0	0	0	0	3	11	0	293	44	1	3	1	78
561	3179	1980	Graduate	Alone	81741.0	0	0	2013-06-16	75	249	153	940	58	134	38	0	6	6	7	2	0	0	0	0	0	0	3	11	0	378	42	0	1	0	1572
562	9780	1971	Postgraduate	Partner	71499.0	0	1	2013-06-25	12	465	25	132	136	0	37	2	8	3	13	4	0	0	0	0	0	0	3	11	0	369	51	1	3	1	795
563	10681	1970	Undergrade	Partner	62466.0	0	1	2014-01-15	13	129	129	259	168	121	83	5	6	3	12	4	0	0	0	0	0	0	3	11	0	165	52	1	3	1	889
564	10232	1963	Postgraduate	Alone	48799.0	0	1	2013-11-05	9	174	18	81	28	6	24	3	3	2	7	3	0	0	0	0	0	0	3	11	0	236	59	1	2	1	331
565	4184	1950	Postgraduate	Partner	52157.0	0	1	2014-06-07	48	189	2	29	3	2	40	2	3	2	5	4	0	0	0	0	0	0	3	11	0	22	72	1	3	1	265
566	9120	1962	Graduate	Alone	66565.0	0	1	2012-12-05	80	747	10	161	65	40	42	4	4	2	9	8	0	0	0	0	0	0	3	11	0	571	60	1	2	1	1065
567	891	1951	Postgraduate	Partner	29298.0	1	1	2013-09-07	60	6	0	2	2	0	1	1	1	0	2	5	0	0	0	0	0	0	3	11	0	295	71	2	4	1	11
568	10381	1979	Graduate	Alone	47691.0	0	1	2013-07-05	43	14	0	3	0	0	4	1	1	0	2	6	0	0	0	0	0	0	3	11	0	359	43	1	2	1	21
569	3525	1970	Graduate	Partner	38200.0	1	1	2012-12-07	19	12	0	4	0	0	1	1	1	0	2	7	0	0	0	0	0	0	3	11	0	569	52	2	4	1	17
570	6818	1974	Graduate	Partner	44989.0	0	1	2012-09-12	26	98	0	106	49	10	106	5	5	1	5	6	0	0	0	0	0	0	3	11	0	655	48	1	3	1	369
571	3526	1968	Postgraduate	Partner	38443.0	1	1	2014-01-27	58	32	0	5	0	0	1	2	1	0	3	7	0	0	0	0	0	0	3	11	0	153	54	2	4	1	38
572	8181	1978	Undergrade	Alone	38593.0	1	0	2013-09-13	42	51	12	49	17	24	24	3	4	1	3	8	0	0	0	0	0	0	3	11	0	289	44	1	2	1	177
573	1029	1970	Postgraduate	Partner	64413.0	0	1	2013-08-01	27	200	5	44	0	10	20	1	5	1	5	5	0	0	0	0	0	0	3	11	0	332	52	1	3	1	279
574	7369	1981	Postgraduate	Partner	36959.0	1	0	2013-10-02	56	25	6	25	6	0	0	2	2	0	3	8	0	0	0	0	0	0	3	11	0	270	41	1	3	1	62
575	2574	1977	Postgraduate	Partner	61996.0	0	1	2013-01-31	27	1050	12	144	0	0	24	3	6	4	8	5	0	1	0	1	1	0	3	11	1	514	45	1	3	1	1230
576	8159	1968	Graduate	Partner	51287.0	1	1	2014-04-01	10	117	0	22	13	0	30	3	4	1	3	7	0	0	0	0	0	0	3	11	0	89	54	2	4	1	182
577	1160	1970	Graduate	Partner	13260.0	1	1	2013-08-23	48	9	4	17	10	2	7	4	3	0	3	8	0	0	0	0	0	0	3	11	0	310	52	2	4	1	49
578	10242	1966	Postgraduate	Partner	47472.0	1	1	2013-09-16	39	56	0	11	0	0	8	2	2	0	4	5	0	0	0	0	0	0	3	11	0	286	56	2	4	1	75
579	5253	1956	Postgraduate	Partner	54603.0	1	1	2013-07-09	85	145	13	46	17	2	4	6	4	2	4	7	0	0	0	0	0	0	3	11	0	355	66	2	4	1	227
580	5966	1974	Postgraduate	Partner	45207.0	1	1	2012-11-10	64	203	0	10	0	0	2	5	3	1	6	6	0	1	0	0	0	0	3	11	0	596	48	2	4	1	215
581	5314	1951	Graduate	Partner	40689.0	0	1	2013-03-18	69	270	3	27	39	6	99	7	7	1	5	8	0	0	0	0	0	0	3	11	0	468	71	1	3	1	444
582	5081	1967	Undergrade	Partner	47821.0	1	1	2013-10-20	54	9	0	16	6	6	10	1	1	0	3	8	0	0	0	0	0	0	3	11	0	252	55	2	4	1	47
583	5123	1951	Postgraduate	Partner	27450.0	0	0	2013-04-15	57	37	12	23	8	11	52	1	2	1	3	7	0	0	0	0	0	0	3	11	0	440	71	0	2	0	143
584	5756	1983	Graduate	Partner	39453.0	1	0	2014-04-03	64	46	0	7	0	0	2	2	2	0	3	6	0	0	0	0	0	0	3	11	0	87	39	1	3	1	55
585	8036	1971	Undergrade	Partner	26850.0	1	1	2014-04-18	10	31	1	13	7	2	9	4	2	1	4	4	0	0	0	0	0	0	3	11	0	72	51	2	4	1	63
586	9058	1955	Graduate	Alone	79800.0	0	0	2012-09-23	65	1060	21	530	32	0	224	1	5	11	5	3	1	0	1	1	0	0	3	11	1	644	67	0	1	0	1867
587	5057	1961	Postgraduate	Partner	61794.0	0	1	2013-09-14	74	264	47	188	54	47	11	2	4	4	10	2	0	0	0	0	0	0	3	11	0	288	61	1	3	1	611
588	254	1955	Graduate	Partner	53863.0	0	1	2014-05-17	4	399	4	30	6	4	30	3	7	1	7	7	0	1	0	0	0	0	3	11	0	43	67	1	3	1	473
589	4179	1959	Graduate	Partner	24221.0	0	0	2013-08-20	94	8	9	9	2	5	22	1	1	1	3	4	0	0	0	0	0	0	3	11	0	313	63	0	2	0	55
590	3710	1984	Postgraduate	Alone	39684.0	1	0	2012-10-12	41	19	0	35	6	4	17	2	2	1	2	7	0	0	0	0	0	1	3	11	1	625	38	1	2	1	81
591	7627	1975	Postgraduate	Partner	92163.0	0	0	2012-12-12	25	817	183	797	106	163	20	0	5	11	5	2	0	0	1	1	0	0	3	11	1	564	47	0	2	0	2086
592	4501	1965	Postgraduate	Alone	69882.0	0	0	2013-11-10	94	292	127	635	132	127	165	1	3	7	9	1	0	0	0	0	0	0	3	11	0	231	57	0	1	0	1478
593	6424	1977	Graduate	Partner	33178.0	1	0	2014-01-30	9	12	6	2	11	2	16	1	1	0	3	4	0	0	0	0	0	0	3	11	0	150	45	1	3	1	49
594	3075	1972	Postgraduate	Partner	59973.0	0	0	2013-09-11	47	130	30	168	20	34	0	1	3	4	7	1	0	0	0	0	0	0	3	11	0	291	50	0	2	0	382
595	4992	1975	Postgraduate	Partner	17459.0	1	0	2013-09-19	12	6	4	16	3	10	30	3	3	1	2	7	0	0	0	0	0	0	3	11	1	283	47	1	3	1	69
596	5252	1969	Graduate	Alone	23910.0	1	0	2012-10-26	80	16	12	18	7	1	13	1	2	0	3	7	0	0	0	0	0	0	3	11	0	611	53	1	2	1	67
597	7444	1969	Postgraduate	Partner	42169.0	1	1	2013-10-19	20	19	0	9	0	0	2	2	1	0	3	8	0	0	0	0	0	0	3	11	0	253	53	2	4	1	30
598	6919	1978	Undergrade	Partner	26224.0	1	0	2013-06-04	39	4	7	15	13	9	15	3	2	1	3	6	0	0	0	0	0	0	3	11	0	390	44	1	3	1	63
599	3537	1981	Graduate	Partner	31089.0	1	0	2012-08-17	57	31	3	31	2	8	4	3	3	0	4	8	0	0	0	0	0	0	3	11	0	681	41	1	3	1	79
600	10277	1961	Graduate	Alone	30081.0	0	1	2013-02-21	27	36	0	2	0	0	4	1	1	0	3	7	0	0	0	0	0	0	3	11	0	493	61	1	2	1	42
601	2453	1960	Graduate	Partner	62807.0	0	1	2012-08-31	83	526	28	135	10	21	99	3	5	3	12	5	0	0	0	0	0	0	3	11	0	667	62	1	3	1	819
602	7972	1955	Graduate	Alone	72906.0	0	0	2013-09-17	79	400	32	519	71	75	54	1	3	4	9	1	0	0	0	0	0	0	3	11	0	285	67	0	1	0	1151
603	895	1948	Postgraduate	Partner	61467.0	0	2	2012-12-09	69	410	16	114	0	5	49	3	5	2	10	5	0	0	0	0	0	0	3	11	0	567	74	2	4	1	594
604	1177	1966	Postgraduate	Partner	49618.0	1	1	2013-01-26	77	80	3	26	4	2	14	4	3	1	3	7	0	0	0	0	0	0	3	11	0	519	56	2	4	1	129
605	7141	1986	Postgraduate	Alone	21888.0	1	0	2012-12-29	15	88	10	46	2	3	64	4	5	1	2	10	0	0	0	0	0	0	3	11	1	547	36	1	2	1	213
606	7232	1973	Graduate	Alone	42429.0	0	1	2014-02-11	99	55	0	6	2	0	4	2	1	1	3	5	0	0	0	0	0	0	3	11	0	138	49	1	2	1	67
607	8477	1956	Graduate	Alone	26150.0	2	1	2013-03-11	61	5	1	13	3	5	1	1	1	0	3	7	0	0	0	0	0	0	3	11	0	475	66	3	4	1	28
608	2457	1975	Undergrade	Partner	30801.0	0	1	2012-10-26	23	8	4	5	15	2	11	2	1	0	3	7	0	0	0	0	0	0	3	11	0	611	47	1	3	1	45
609	988	1965	Graduate	Partner	81168.0	0	0	2014-05-07	84	410	0	592	147	22	22	1	6	4	7	3	0	0	0	1	0	0	3	11	0	53	57	0	2	0	1193
610	7930	1969	Postgraduate	Alone	26877.0	0	0	2013-08-19	74	101	13	76	20	18	40	2	3	1	6	6	0	0	0	0	0	0	3	11	0	314	53	0	1	0	268
611	4587	1944	Postgraduate	Alone	45006.0	0	0	2013-07-18	90	162	25	53	16	0	10	1	3	1	7	3	0	0	0	0	0	0	3	11	0	346	78	0	1	0	266
612	6682	1973	Undergrade	Partner	18978.0	1	0	2012-12-11	41	2	8	1	4	7	15	1	1	0	3	8	0	0	0	0	0	0	3	11	0	565	49	1	3	1	37
613	6222	1967	Graduate	Partner	22574.0	2	1	2013-10-28	28	25	0	8	2	0	2	2	2	0	3	7	0	0	0	0	0	0	3	11	0	244	55	3	5	1	37
614	10299	1969	Postgraduate	Alone	48240.0	0	0	2012-11-09	73	389	91	248	64	49	41	3	6	3	13	5	0	0	0	0	0	0	3	11	1	597	53	0	1	0	882
615	3083	1974	Graduate	Partner	45837.0	1	1	2013-07-26	88	215	13	87	17	17	24	5	6	2	5	7	0	0	0	0	0	0	3	11	0	338	48	2	4	1	373
616	8953	1965	Postgraduate	Alone	35791.0	2	1	2013-05-06	94	27	0	5	0	0	3	2	1	0	3	8	0	0	0	0	0	0	3	11	0	419	57	3	4	1	35
617	1503	1976	Postgraduate	Partner	162397.0	1	1	2013-06-03	31	85	1	16	2	1	2	0	0	0	1	1	0	0	0	0	0	0	3	11	0	391	46	2	4	1	107
618	8650	1978	Graduate	Alone	54162.0	1	1	2013-03-18	31	5	6	10	6	5	10	1	1	0	3	4	0	0	0	0	0	0	3	11	0	468	44	2	3	1	42
619	10862	1960	Postgraduate	Partner	30522.0	0	1	2012-08-17	6	179	8	83	19	11	26	5	1	2	9	2	0	0	0	0	0	0	3	11	0	681	62	1	3	1	326
620	2782	1961	Postgraduate	Partner	54456.0	0	1	2013-07-11	23	352	0	27	10	0	15	3	6	1	7	6	0	0	0	0	0	0	3	11	0	353	61	1	3	1	404
621	6941	1971	Graduate	Alone	31632.0	0	0	2013-07-14	92	17	8	12	11	15	32	1	2	1	2	7	0	0	0	0	0	0	3	11	0	350	51	0	1	0	95
622	10972	1949	Graduate	Alone	72298.0	0	0	2014-03-10	52	625	35	169	58	17	35	1	4	3	6	1	0	1	1	0	0	0	3	11	0	111	73	0	1	0	939
623	10708	1978	Undergrade	Alone	36975.0	1	0	2013-12-28	50	10	6	11	0	4	2	1	1	0	3	7	0	0	0	0	0	0	3	11	0	183	44	1	2	1	33
624	6583	1955	Undergrade	Partner	72635.0	0	0	2013-06-03	54	390	22	323	104	35	107	1	6	8	6	3	0	0	0	1	0	0	3	11	0	391	67	0	2	0	981
625	3641	1976	Graduate	Partner	13624.0	1	0	2013-01-20	93	10	2	15	2	1	6	2	2	0	3	6	0	0	0	0	0	0	3	11	0	525	46	1	3	1	36
626	10156	1975	Graduate	Alone	84196.0	0	1	2013-06-03	56	215	63	507	231	31	190	1	8	4	7	3	0	0	0	0	0	0	3	11	0	391	47	1	2	1	1237
627	4299	1960	Graduate	Partner	70971.0	0	1	2012-09-21	28	1001	17	572	93	125	17	7	11	11	5	7	0	0	0	0	0	0	3	11	1	646	62	1	3	1	1825
628	3469	1977	Postgraduate	Alone	34487.0	1	1	2012-09-06	94	19	18	33	24	1	8	3	3	0	3	9	0	0	0	0	0	0	3	11	0	661	45	2	3	1	103
629	5063	1977	Graduate	Alone	28769.0	1	0	2012-12-18	76	41	5	129	10	3	3	3	4	1	4	9	0	0	0	0	0	0	3	11	0	558	45	1	2	1	191
630	10727	1970	Postgraduate	Partner	69084.0	1	0	2013-11-19	43	1181	107	199	39	30	30	2	7	3	13	8	0	0	0	0	0	0	3	11	0	222	52	1	3	1	1586
631	9624	1958	Postgraduate	Partner	65488.0	0	0	2014-06-13	46	603	45	207	36	18	54	1	3	4	6	1	0	0	0	0	0	0	3	11	0	16	64	0	2	0	963
632	5156	1970	Undergrade	Partner	62466.0	0	1	2014-01-15	13	129	129	259	168	121	83	5	6	3	12	4	0	0	0	0	0	0	3	11	0	165	52	1	3	1	889
633	4376	1960	Undergrade	Alone	32218.0	0	0	2014-02-15	27	10	24	15	13	1	30	1	2	1	3	7	1	0	0	0	0	0	3	11	1	134	62	0	1	0	93
634	8923	1973	Graduate	Alone	83917.0	0	0	2013-04-18	12	514	22	732	42	198	79	1	6	7	7	3	0	0	0	0	0	0	3	11	1	437	49	0	1	0	1587
635	8461	1962	Graduate	Alone	46102.0	2	1	2014-03-10	3	14	0	1	0	0	1	1	1	0	2	7	0	0	0	0	0	0	3	11	0	111	60	3	4	1	16
636	6945	1952	Graduate	Alone	84574.0	0	0	2013-06-04	72	387	20	713	38	54	163	1	9	11	11	5	0	0	0	0	0	0	3	11	0	390	70	0	1	0	1375
637	944	1962	Graduate	Partner	56181.0	0	1	2013-01-08	6	121	103	69	8	44	48	1	4	2	7	4	0	0	0	0	0	0	3	11	0	537	60	1	3	1	393
638	1907	1950	Postgraduate	Alone	63120.0	0	1	2012-09-28	53	965	69	279	54	41	69	5	8	4	9	7	0	0	0	0	0	0	3	11	1	639	72	1	2	1	1477
639	701	1971	Graduate	Partner	73691.0	0	1	2013-11-06	58	707	21	250	85	43	73	2	6	2	8	2	1	0	0	0	0	0	3	11	0	235	51	1	3	1	1179
640	3856	1960	Graduate	Partner	63381.0	0	1	2012-10-05	78	571	50	142	33	50	159	4	4	5	13	2	0	0	0	0	0	0	3	11	0	632	62	1	3	1	1005
641	4149	1948	Postgraduate	Partner	76140.0	0	0	2014-05-13	57	586	66	653	17	0	26	1	5	9	6	2	0	0	0	0	0	0	3	11	0	47	74	0	2	0	1348
642	2131	1959	Postgraduate	Alone	62859.0	0	1	2012-12-30	37	1063	89	102	16	12	25	4	9	4	6	6	0	0	0	0	0	0	3	11	0	546	63	1	2	1	1307
643	2942	1964	Graduate	Alone	45906.0	0	1	2013-05-07	20	305	3	27	4	3	144	2	5	4	4	5	1	0	0	0	0	0	3	11	0	418	58	1	2	1	486
644	1173	1947	Postgraduate	Partner	77632.0	0	0	2013-03-10	73	1200	105	758	0	42	147	1	4	2	6	2	0	1	1	0	0	0	3	11	1	476	75	0	2	0	2252
645	4381	1971	Postgraduate	Partner	46463.0	1	1	2013-08-18	56	163	2	40	8	11	11	7	3	1	6	6	0	0	0	0	0	0	3	11	0	315	51	2	4	1	235
646	4611	1970	Graduate	Partner	105471.0	0	0	2013-01-21	36	1009	181	104	202	21	207	0	9	8	13	3	0	0	1	1	0	0	3	11	1	524	52	0	2	0	1724
647	3376	1970	Postgraduate	Alone	55282.0	1	0	2013-12-13	9	125	6	73	8	4	19	1	3	1	6	4	0	0	0	0	0	0	3	11	0	198	52	1	2	1	235
648	4679	1977	Postgraduate	Partner	78710.0	0	1	2014-05-23	42	721	0	152	119	50	50	3	7	6	12	4	0	0	0	0	0	0	3	11	0	37	45	1	3	1	1092
649	10928	1958	Graduate	Partner	66886.0	0	1	2013-09-16	28	315	4	62	41	31	146	2	7	1	7	5	0	0	0	0	0	0	3	11	0	286	64	1	3	1	599
650	4248	1960	Postgraduate	Alone	98777.0	0	0	2014-02-17	23	1000	19	711	125	115	38	0	4	6	9	1	0	1	0	0	0	0	3	11	0	132	62	0	1	0	2008
651	6728	1985	Graduate	Partner	29103.0	1	0	2012-08-27	38	16	0	17	6	3	6	2	1	0	3	9	0	0	0	0	0	0	3	11	0	671	37	1	3	1	48
652	6661	1974	Graduate	Partner	67445.0	0	1	2012-08-12	63	757	80	217	29	80	11	5	9	6	12	6	0	0	0	0	0	0	3	11	0	686	48	1	3	1	1174
653	4725	1950	Postgraduate	Partner	50616.0	0	1	2014-04-13	71	30	2	25	0	1	9	1	1	1	4	2	0	0	0	0	0	0	3	11	0	77	72	1	3	1	67
654	3277	1955	Graduate	Alone	49431.0	0	1	2012-08-03	9	219	3	100	26	0	17	2	7	1	5	8	0	0	0	0	0	0	3	11	0	695	67	1	2	1	365
655	5555	1975	Graduate	Alone	153924.0	0	0	2014-02-07	81	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	3	11	0	142	47	0	1	0	6
656	2564	1953	Graduate	Partner	61278.0	0	1	2014-01-04	87	111	3	28	2	6	15	2	3	1	4	6	0	0	0	0	0	0	3	11	0	176	69	1	3	1	165
657	946	1958	Undergrade	Partner	26490.0	0	0	2012-09-22	92	45	47	52	21	20	25	2	3	1	5	6	0	0	0	0	0	0	3	11	0	645	64	0	2	0	210
658	3867	1947	Postgraduate	Partner	73059.0	0	1	2013-08-31	36	410	112	420	0	82	71	1	9	3	13	4	0	0	0	0	0	0	3	11	0	302	75	1	3	1	1095
659	6940	1966	Postgraduate	Alone	46734.0	1	2	2013-10-21	86	100	1	39	6	1	76	4	3	2	3	6	1	0	0	0	0	0	3	11	0	251	56	3	4	1	223
660	55	1963	Graduate	Partner	56253.0	0	1	2012-12-07	83	509	0	65	7	11	5	4	7	2	9	6	0	0	0	0	0	0	3	11	0	569	59	1	3	1	597
661	7093	1985	Graduate	Partner	19986.0	1	0	2013-11-14	74	3	6	5	0	2	6	1	0	0	3	7	0	0	0	0	0	0	3	11	0	227	37	1	3	1	22
662	5084	1975	Graduate	Alone	58330.0	0	1	2013-12-25	87	445	53	213	104	98	151	1	6	4	13	4	0	0	0	0	0	0	3	11	0	186	47	1	2	1	1064
663	1777	1980	Undergrade	Partner	25965.0	0	0	2012-09-07	29	2	2	11	41	7	11	1	2	0	3	8	0	0	0	0	0	0	3	11	0	660	42	0	2	0	74
664	8162	1956	Postgraduate	Partner	14661.0	0	0	2013-01-01	88	4	1	11	6	2	2	1	1	0	3	6	0	0	0	0	0	0	3	11	0	544	66	0	2	0	26
665	10826	1959	Graduate	Partner	18690.0	0	0	2012-12-28	77	6	1	7	23	4	19	1	1	1	2	8	0	0	0	0	0	0	3	11	0	548	63	0	2	0	60
666	8754	1974	Postgraduate	Partner	45068.0	0	1	2013-05-16	25	14	0	3	0	0	3	1	1	0	2	7	0	0	0	0	0	0	3	11	0	409	48	1	3	1	20
667	1987	1987	Undergrade	Alone	21063.0	1	0	2013-09-25	34	1	10	11	19	3	15	2	2	0	3	6	0	0	0	0	0	0	3	11	0	277	35	1	2	1	59
668	11007	1968	Postgraduate	Partner	29187.0	1	0	2013-05-09	43	26	0	6	0	0	2	1	1	0	3	8	0	0	0	0	0	0	3	11	0	416	54	1	3	1	34
669	7426	1971	Undergrade	Partner	54690.0	1	1	2013-11-07	76	111	16	37	7	9	18	3	3	1	5	3	0	0	0	0	0	0	3	11	0	234	51	2	4	1	198
670	9153	1964	Postgraduate	Partner	59304.0	0	1	2013-07-29	81	418	61	428	80	51	10	3	7	8	10	5	0	0	0	0	0	0	3	11	0	335	58	1	3	1	1048
671	10379	1962	Postgraduate	Alone	59247.0	0	2	2013-11-08	87	327	9	122	19	14	83	5	5	2	9	6	0	0	0	0	0	0	3	11	0	233	60	2	3	1	574
672	9204	1970	Graduate	Alone	66731.0	0	1	2012-09-12	33	371	159	194	58	106	141	4	4	3	6	3	0	0	0	0	0	0	3	11	0	655	52	1	2	1	1029
673	3197	1980	Graduate	Partner	77353.0	0	1	2013-12-16	38	275	59	107	69	101	59	2	6	4	8	4	0	0	0	0	0	0	3	11	0	195	42	1	3	1	670
674	2920	1975	Postgraduate	Alone	52614.0	0	1	2012-12-01	63	789	0	142	12	9	38	2	2	4	8	8	0	0	0	0	0	0	3	11	0	575	47	1	2	1	990
675	6961	1974	Graduate	Partner	26751.0	2	0	2014-05-22	26	1	1	5	0	3	1	1	1	0	2	8	0	0	0	0	0	0	3	11	0	38	48	2	4	1	11
676	4673	1963	Postgraduate	Partner	81300.0	0	1	2012-10-30	17	1004	12	145	32	12	36	3	10	3	5	5	0	0	0	1	0	0	3	11	1	607	59	1	3	1	1241
677	9937	1979	Graduate	Alone	70337.0	0	0	2014-01-02	75	187	81	149	25	43	91	1	2	2	12	1	0	0	0	0	0	0	3	11	0	178	43	0	1	0	576
678	8779	1985	Undergrade	Partner	36145.0	1	0	2013-06-16	13	56	4	76	17	1	18	4	4	1	3	9	1	0	0	0	0	0	3	11	1	378	37	1	3	1	172
679	9596	1980	Postgraduate	Alone	65295.0	0	0	2013-12-23	19	365	32	117	34	110	6	1	3	3	13	2	0	0	0	0	0	0	3	11	0	188	42	0	1	0	664
680	2891	1963	Graduate	Alone	68118.0	0	1	2013-10-18	51	595	23	123	10	23	154	2	8	9	4	6	0	0	0	0	0	0	3	11	0	254	59	1	2	1	928
681	4910	1967	Graduate	Alone	68743.0	0	0	2012-08-30	81	1132	134	384	175	134	115	1	11	5	13	7	0	0	0	0	0	0	3	11	0	668	55	0	1	0	2074
682	75	1982	Undergrade	Partner	41039.0	0	0	2013-07-25	32	34	11	137	179	61	45	1	8	1	5	8	0	0	0	0	0	0	3	11	0	339	40	0	2	0	467
683	10120	1955	Graduate	Partner	38946.0	0	1	2013-10-24	84	116	6	82	6	6	41	2	3	1	6	5	0	0	0	0	0	0	3	11	0	248	67	1	3	1	257
684	6327	1967	Graduate	Partner	65777.0	0	0	2013-12-19	87	565	32	435	28	32	54	1	2	8	6	1	0	0	0	0	0	0	3	11	0	192	55	0	2	0	1146
685	10142	1976	Postgraduate	Alone	66476.0	0	1	2013-03-07	99	372	18	126	47	48	78	2	5	2	11	4	0	0	0	0	0	0	3	11	0	479	46	1	2	1	689
686	9826	1972	Postgraduate	Alone	86857.0	0	0	2012-09-12	96	899	102	838	133	102	40	1	5	6	10	2	0	0	0	0	0	0	3	11	1	655	50	0	1	0	2114
687	1501	1982	Postgraduate	Partner	160803.0	0	0	2012-08-04	21	55	16	1622	17	3	4	15	0	28	1	0	0	0	0	0	0	0	3	11	0	694	40	0	2	0	1717
688	10767	1989	Postgraduate	Partner	77845.0	0	0	2014-05-16	40	760	40	480	0	40	26	1	3	5	12	1	0	0	1	1	0	0	3	11	0	44	33	0	2	0	1346
689	7279	1969	Postgraduate	Partner	69476.0	0	0	2013-09-30	3	260	86	559	63	9	67	1	4	6	4	2	0	0	0	0	0	0	3	11	0	272	53	0	2	0	1044
690	7230	1960	Postgraduate	Alone	50611.0	0	1	2012-10-04	98	459	0	24	6	0	4	6	4	5	7	6	0	1	0	0	0	0	3	11	1	633	62	1	2	1	493
691	143	1970	Graduate	Alone	61209.0	0	0	2013-08-25	73	466	0	224	119	49	99	1	5	3	4	2	0	0	0	0	0	0	3	11	0	308	52	0	1	0	957
692	450	1958	Postgraduate	Partner	42315.0	0	1	2013-07-12	90	67	15	80	17	11	80	3	1	4	4	3	0	0	0	0	0	0	3	11	0	352	64	1	3	1	270
